Paper_ID,ID,input1,input2,input3,input4,B_num,RC_ratio,Wt_1,TPSA_1,NumHDonors_1,NumHAcceptors_1,MolLogP_1,NumRotatableBonds_1,HeavyAtomCount_1,RingCount_1,BertzCT_1,Wt_2,TPSA_2,NumHDonors_2,NumHAcceptors_2,MolLogP_2,NumRotatableBonds_2,HeavyAtomCount_2,RingCount_2,BertzCT_2,Wt_3,TPSA_3,NumHDonors_3,NumHAcceptors_3,MolLogP_3,NumRotatableBonds_3,HeavyAtomCount_3,RingCount_3,BertzCT_3,Wt_4,TPSA_4,NumHDonors_4,NumHAcceptors_4,MolLogP_4,NumRotatableBonds_4,HeavyAtomCount_4,RingCount_4,BertzCT_4,Imm
100,12,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)C(=O)OCCOc1ccccc1,*SC(=S)SC(C)(C#N)CCC(=O)O,20,0.5,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,194.23,35.53,0,3,2.0186,5,14,1,269.1209499,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.743117625
100,13,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,2,2,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.167317335
100,14,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,2,1,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.226599905
100,15,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,2,0.5,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.229169703
100,16,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,5,2,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.271841607
100,17,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,5,1,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.25163822
100,18,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,5,0.5,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.178976947
100,19,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,10,2,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.409933123
100,20,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,10,1,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.790988475
100,21,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,10,0.5,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.377488383
100,22,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,20,2,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.505149978
100,23,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,20,1,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.600972896
100,24,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)(C)C(=O)OCCCCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,20,0.5,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,172.268,26.3,0,2,2.7659,6,12,0,119.0069869,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,2.43055877
100,25,*CCCCCCCCCCCC,*CC(*)C(=O)OCCN(CC)CC,*CC(*)C(=O)OCC(CC)CCCC,*SC(=S)SC(C)(C#N)CCC(=O)O,2,2,170.34,0,0,0,4.9272,9,12,0,56.4385619,173.256,29.54,0,3,1.2814,6,12,0,121.6969429,186.295,26.3,0,2,3.156,7,13,0,132.0519685,235.355,61.09,2,4,2.08138,4,13,0,260.9534945,1.785329835
