ID,input2_BCUT2D_CHGHI,input2_BCUT2D_MRLOW,input2_EState_VSA2,input2_EState_VSA3,input2_EState_VSA4,input2_EState_VSA5,input2_EState_VSA8,input2_EState_VSA9,input2_FpDensityMorgan1,input2_FpDensityMorgan2,input2_FpDensityMorgan3,input2_MolLogP,input2_NHOHCount,input2_NOCount,input2_NumAliphaticHeterocycles,input2_NumAliphaticRings,input2_NumAromaticCarbocycles,input2_NumHAcceptors,input2_NumHDonors,input2_NumHeteroatoms,input2_NumHeterocycles,input2_NumSaturatedHeterocycles,input2_NumSaturatedRings,input2_PEOE_VSA2,input2_PEOE_VSA6,input2_PEOE_VSA7,input2_PEOE_VSA8,input2_SMR_VSA1,input2_SMR_VSA3,input2_SMR_VSA5,input2_SPS,input2_SlogP_VSA10,input2_SlogP_VSA3,input2_SlogP_VSA5,input2_TPSA,input2_VSA_EState1,input2_VSA_EState10,input2_VSA_EState3,input2_VSA_EState4,input2_VSA_EState5,input2_VSA_EState6,input2_VSA_EState9,input2_fr_Al_OH,input2_fr_Al_OH_noTert,input2_fr_HOCCN,input2_fr_aniline,input2_fr_benzene,input2_fr_ether,input2_fr_morpholine,input2_fr_para_hydroxylation,input2_fr_piperzine,input2_fr_unbrch_alkane,R_ratio,Polymer_MW,Target_norm
312,2.305,-0.151,23.075,45.69,95.72,0,22.457,14.211,0.923,1.641,2.333,3.444,2,9,1,1,0,9,2,10,1,1,1,14.489,19.765,50.534,72.248,28.594,15.533,78.056,15.564,0,28.594,78.056,106.2,17.004,1.858,6.372,-0.336,2.155,0,1.663,0,0,0,0,0,3,0,0,1,3,0.5,8300,4.653212514
313,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,4,8300,2.176091259
314,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,2,8300,2.176091259
315,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,1,8300,2.176091259
316,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,0.5,8300,3.217483944
317,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,4,8300,2.176091259
318,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,2,8300,2.176091259
319,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,1,8300,2.176091259
320,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,0.5,8300,2.176091259
321,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,4,8300,2.176091259
322,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,2,8300,3.217483944
323,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,1,8300,3.217483944
324,2.305,-0.151,23.075,45.69,82.63,0,18.871,14.211,0.838,1.514,2.162,4.196,0,8,1,1,0,8,0,9,1,1,1,9.589,19.765,57.581,59.158,28.594,9.8,78.056,15.946,0,28.594,78.056,85.38,17.001,1.874,0,-0.331,2.334,0,3.764,0,0,0,0,0,3,0,0,1,3,0.5,8300,3.217483944
325,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,4,8300,3.217483944
326,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,2,8300,3.217483944
327,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,1,8300,2.176091259
328,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,0.5,8300,2.176091259
329,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,4,8300,2.176091259
330,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,2,8300,2.176091259
331,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,1,8300,2.176091259
332,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,0.5,8300,2.176091259
333,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,4,8300,2.176091259
334,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,2,8300,2.176091259
335,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,1,8300,2.176091259
336,2.306,-0.151,17.168,51.597,95.72,0,30.819,14.211,0.854,1.537,2.171,4.128,0,9,1,1,0,9,0,10,1,1,1,14.489,19.765,64.629,72.248,28.594,14.7,78.056,15.707,0,28.594,78.056,88.62,17.064,1.879,0,-0.336,2.329,0,5.859,0,0,0,0,0,3,0,0,1,3,0.5,8300,2.176091259
337,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,4,8300,2.176091259
338,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,2,8300,2.176091259
339,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,1,8300,2.176091259
340,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,0.5,8300,2.176091259
341,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,4,8300,2.176091259
342,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,2,8300,2.176091259
343,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,1,8300,2.176091259
344,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,0.5,8300,2.176091259
345,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,4,8300,2.176091259
346,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,2,8300,2.176091259
347,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,1,8300,2.176091259
348,2.305,-0.151,23.075,52.235,69.417,5.687,36.321,14.211,0.881,1.595,2.286,6.065,1,8,0,0,1,8,1,9,0,0,0,9.589,37.964,69.087,58.804,28.594,5.317,84.477,12.476,5.687,28.594,84.477,94.17,17.029,1.85,3.029,0.844,2.102,10.262,3.733,0,0,0,1,1,3,0,1,0,3,0.5,8300,2.176091259
349,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,4,8300,3.217483944
350,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,2,8300,4.217483944
351,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,1,8300,3.217483944
352,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,0.5,8300,2.176091259
353,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,4,8300,2.176091259
354,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,2,8300,3.217483944
355,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,1,8300,2.176091259
356,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,0.5,8300,2.176091259
357,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,4,8300,2.176091259
358,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,2,8300,2.176091259
359,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,1,8300,2.176091259
360,2.305,-0.151,23.075,45.69,75.962,0,11.824,14.211,0.789,1.474,2.105,4.832,0,8,0,0,0,8,0,9,0,0,0,9.589,19.765,77.594,46.572,28.594,9.8,84.477,12.921,0,28.594,84.477,85.38,17,1.862,0,-0.335,2.245,0,7.652,0,0,0,0,0,3,0,0,0,3,0.5,8300,2.176091259
361,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,4,8300,3.217483944
362,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,2,8300,3.217483944
363,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,1,8300,3.217483944
364,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,0.5,8300,3.217483944
365,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,4,8300,3.217483944
366,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,2,8300,2.176091259
367,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,1,8300,3.217483944
368,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,0.5,8300,3.217483944
369,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,4,8300,3.217483944
370,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,2,8300,3.217483944
371,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,1,8300,2.176091259
372,2.305,-0.151,23.075,52.235,74.987,0,22.208,14.211,0.974,1.744,2.436,4.894,2,9,0,0,0,8,2,10,1,0,0,9.589,19.765,63.375,45.721,28.594,15.285,90.897,12.692,0,35.015,90.17,119.61,16.98,1.841,2.974,0.678,2.08,0,1.658,0,0,0,0,0,3,0,0,0,3,0.5,8300,2.176091259
373,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,4,8300,2.176091259
374,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,2,8300,3.217483944
375,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,1,8300,3.217483944
376,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,0.5,8300,4.217483944
377,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,4,8300,3.217483944
378,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,2,8300,3.217483944
379,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,1,8300,2.176091259
380,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,0.5,8300,2.176091259
381,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,4,8300,2.176091259
382,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,2,8300,2.176091259
383,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,1,8300,2.176091259
384,2.305,-0.151,23.075,52.235,69.417,0,17.225,14.211,0.949,1.718,2.41,4.825,1,9,0,0,0,9,1,10,1,0,0,9.589,19.765,56.954,58.462,28.594,14.868,91.021,12.692,0,35.139,84.477,108.75,18.987,1.843,2.978,-0.342,2.087,0,1.658,0,0,0,0,0,3,0,0,0,3,0.5,8300,2.176091259
385,2.305,-0.151,23.075,45.69,69.541,32.352,17.14,14.211,0.872,1.59,2.282,5.024,1,8,1,1,0,8,1,9,1,1,1,9.589,26.186,76.465,46.069,28.594,10.217,97.318,15.564,0,28.594,97.318,94.17,17.013,1.865,3.055,-0.333,2.188,0,1.666,0,0,0,0,0,3,0,0,0,3,4,8300,2.176091259
386,2.305,-0.151,23.075,45.69,69.541,32.352,17.14,14.211,0.872,1.59,2.282,5.024,1,8,1,1,0,8,1,9,1,1,1,9.589,26.186,76.465,46.069,28.594,10.217,97.318,15.564,0,28.594,97.318,94.17,17.013,1.865,3.055,-0.333,2.188,0,1.666,0,0,0,0,0,3,0,0,0,3,2,8300,2.176091259
387,2.305,-0.151,23.075,45.69,69.541,32.352,17.14,14.211,0.872,1.59,2.282,5.024,1,8,1,1,0,8,1,9,1,1,1,9.589,26.186,76.465,46.069,28.594,10.217,97.318,15.564,0,28.594,97.318,94.17,17.013,1.865,3.055,-0.333,2.188,0,1.666,0,0,0,0,0,3,0,0,0,3,1,8300,2.176091259
